"","AGE","NH_WHITE","COMM_PT","H_F1","REG_DAYS","PR_PELIG","E_PELIG","POLITICALC","MESSAGE_A","MOVED_AD","Partition"
"8543",50,54,0,0,3459,0,10,0,0,"Y","T"
"8544",54,45,0,0,225,0,0,0,0,"Y","V"
"8545",54,45,0,0,881,0,0,0,0,"N","T"
"8546",36,37,4,1,1628,0,50,0,0,"Y","V"
"8547",35,87,1,0,5072,0,20,0,0,"N","T"
"8548",40,45,0,0,7865,0,50,0,0,"N","V"
"8549",67,87,2,0,0,67,80,1,0,"Y","V"
"8550",36,58,1,1,7007,0,30,1,0,"Y","T"
"8551",48,64,4,0,4960,0,50,1,0,"Y","T"
"8552",39,88,2,0,7662,0,30,0,0,"N","T"
"8553",64,78,5,0,0,33,70,1,0,"Y","T"
"8554",23,78,1,0,432,0,0,0,0,"Y","T"
"8555",50,76,2,0,481,0,0,0,0,"N","V"
"8556",62,54,0,0,7865,33,60,0,0,"Y","T"
"8557",58,85,4,0,0,0,50,1,0,"Y","V"
"8558",29,37,4,0,2757,67,67,0,0,"N","T"
"8559",34,42,19,0,3970,0,30,0,0,"N","V"
"8560",55,45,0,0,2666,0,38,0,0,"N","T"
"8561",20,23,11,0,1182,0,0,1,0,"N","V"
"8562",20,23,11,0,602,100,50,1,0,"N","T"
"8563",58,68,1,0,7217,0,50,0,0,"N","V"
"8564",25,76,2,0,313,0,0,0,0,"N","V"
"8565",18,58,1,0,482,0,0,1,0,"N","T"
"8566",40,42,19,0,6440,0,0,0,0,"N","T"
"8567",26,87,2,0,2898,0,11,1,0,"Y","T"
"8568",21,53,2,1,827,0,0,1,0,"Y","T"
"8569",30,58,1,0,939,0,50,1,0,"N","T"
"8570",47,87,1,0,7841,33,60,0,0,"N","V"
"8571",63,89,0,0,3651,0,0,0,0,"Y","T"
"8572",25,54,0,0,1135,0,0,0,0,"N","V"
"8573",21,58,1,0,664,0,50,1,0,"Y","V"
"8574",65,85,4,0,0,33,50,1,0,"N","T"
"8575",48,64,4,1,1614,0,0,1,0,"N","V"
"8576",85,23,11,1,0,67,80,1,0,"Y","T"
"8577",52,63,3,0,6221,100,90,1,0,"N","T"
"8578",34,63,3,0,3665,0,50,1,0,"N","T"
"8579",51,63,3,0,3536,0,50,1,0,"N","V"
"8580",21,54,0,0,482,0,0,0,0,"Y","V"
"8581",40,42,17,0,3438,0,50,0,0,"Y","V"
"8582",23,63,3,0,1215,0,0,1,0,"N","V"
"8583",78,23,11,1,337,0,0,1,0,"N","T"
"8584",41,42,17,0,2121,0,33,0,0,"Y","T"
"8585",64,98,0,1,678,0,50,0,0,"N","T"
"8586",49,23,11,1,5390,0,20,1,0,"Y","T"
"8587",56,63,3,0,0,0,10,1,0,"N","V"
"8588",87,92,4,1,21065,67,80,1,0,"Y","V"
"8589",61,88,2,0,13121,0,50,1,0,"N","V"
"8590",54,87,0,0,574,0,50,0,0,"Y","T"
"8591",53,87,2,0,7221,0,50,1,0,"Y","T"
"8592",52,42,17,0,2708,0,0,0,0,"N","V"
"8593",22,64,4,0,538,0,100,1,0,"N","T"
"8594",81,68,0,1,6349,0,20,0,0,"Y","T"
"8595",20,78,5,0,703,0,50,1,0,"N","T"
"8596",75,89,0,0,1127,0,50,0,0,"N","T"
"8597",21,87,2,0,1085,0,0,1,0,"Y","V"
"8598",18,64,4,0,743,0,0,1,0,"N","V"
"8599",41,63,3,0,5628,0,10,1,0,"N","V"
"8600",47,74,1,0,0,0,50,0,0,"Y","T"
"8601",25,37,4,0,2154,0,0,0,0,"N","T"
"8602",25,45,0,0,2511,0,38,0,0,"N","V"
"8603",19,37,4,0,741,0,0,0,0,"Y","V"
"8604",79,42,19,0,0,100,90,0,0,"Y","V"
"8605",49,65,2,0,11295,0,20,0,0,"N","V"
"8606",28,23,11,0,3521,0,40,1,0,"Y","T"
"8607",37,87,0,0,6509,0,10,0,0,"N","V"
"8608",63,88,2,0,4864,33,70,1,0,"N","T"
"8609",41,63,3,0,6810,0,30,1,0,"Y","T"
"8610",70,64,4,0,7879,0,40,1,0,"N","T"
"8611",38,88,0,0,5691,0,20,1,0,"Y","V"
"8612",54,89,0,0,1504,0,25,0,0,"Y","T"
"8613",38,74,1,0,3073,0,11,0,0,"N","T"
"8614",57,64,4,0,0,33,60,1,0,"N","T"
"8615",52,87,2,0,3634,0,10,1,0,"Y","V"
"8616",28,97,0,0,3617,0,40,1,0,"Y","T"
"8617",64,62,2,0,3437,0,0,0,0,"N","V"
"8618",68,23,11,0,6985,0,0,1,0,"Y","T"
"8619",68,67,3,0,0,0,40,1,0,"N","T"
"8620",66,23,11,1,0,0,50,1,0,"N","V"
"8621",18,63,3,0,515,0,0,1,0,"Y","T"
"8622",36,58,1,0,6090,0,10,1,0,"N","T"
"8623",63,68,1,0,901,0,50,0,0,"N","V"
"8624",61,42,17,0,7809,0,40,0,0,"Y","V"
"8625",39,89,0,0,2729,0,22,0,0,"N","V"
"8626",89,92,4,0,11507,33,70,1,0,"N","V"
"8627",60,76,2,0,1891,0,50,0,0,"N","V"
"8628",61,68,1,0,7294,0,50,0,0,"N","T"
"8629",51,64,4,1,708,0,50,1,0,"N","T"
"8630",76,85,4,0,0,0,50,1,0,"Y","V"
"8631",32,67,3,0,1743,0,50,1,0,"N","T"
"8632",52,74,1,1,6311,0,0,0,0,"Y","T"
"8633",70,62,2,0,8056,67,80,0,0,"Y","V"
"8634",61,78,5,0,7822,0,50,1,0,"N","T"
"8635",43,68,1,0,5387,0,50,0,0,"N","T"
"8636",49,42,19,0,7293,67,80,0,0,"Y","T"
"8637",69,65,2,0,6444,0,20,0,0,"Y","T"
"8638",41,42,17,0,7287,33,40,0,0,"Y","V"
"8639",66,61,0,1,10737,0,30,0,0,"Y","V"
"8640",73,61,0,0,4738,0,50,1,0,"N","T"
"8641",39,37,4,0,2617,0,25,0,0,"N","T"
"8642",28,23,11,0,308,0,0,1,0,"N","V"
"8643",37,42,17,0,3500,0,40,0,0,"N","V"
"8644",28,85,4,0,3617,0,40,1,0,"Y","V"
"8645",77,87,1,0,2156,33,83,1,0,"N","V"
"8646",41,83,1,0,2356,0,38,0,0,"N","V"
"8647",67,88,0,0,0,0,60,1,0,"Y","V"
"8648",21,23,11,0,734,0,50,1,0,"Y","V"
"8649",53,54,0,0,7819,0,30,0,0,"Y","V"
"8650",41,63,1,0,1002,0,50,0,0,"N","T"
"8651",22,42,17,0,1244,100,100,0,0,"Y","V"
"8652",30,97,0,0,3991,0,20,1,0,"N","T"
"8653",23,88,2,0,1308,0,0,1,0,"N","T"
"8654",38,53,2,0,5058,0,30,1,0,"Y","T"
"8655",33,61,0,1,5334,0,30,0,0,"Y","V"
"8656",65,63,1,0,396,0,0,0,0,"Y","V"
"8657",41,88,0,0,7354,0,0,1,0,"N","V"
"8658",35,23,11,0,595,0,0,1,0,"Y","V"
"8659",65,53,2,0,3542,67,80,1,0,"N","V"
"8660",72,63,3,0,3620,67,80,1,0,"N","T"
"8661",44,42,19,0,6430,0,40,0,0,"N","T"
"8662",53,89,0,1,7034,0,30,0,0,"N","V"
"8663",72,87,1,1,0,100,90,1,0,"Y","V"
"8664",62,23,11,0,7841,0,50,1,0,"N","V"
"8665",49,78,5,0,0,0,50,1,0,"Y","V"
"8666",41,53,2,0,1754,0,50,1,0,"N","T"
"8667",19,37,4,0,274,0,0,0,0,"N","V"
"8668",55,88,2,0,5759,0,0,0,0,"N","V"
"8669",44,37,4,0,3826,67,80,0,0,"N","V"
"8670",59,87,2,0,10108,33,70,1,0,"N","V"
"8671",21,63,3,0,867,0,0,1,0,"N","V"
"8672",49,67,3,0,0,33,70,1,0,"Y","T"
"8673",45,58,1,0,7295,33,60,1,0,"N","T"
"8674",31,72,10,0,1974,0,20,1,0,"N","T"
"8675",69,53,2,1,3975,100,90,1,0,"Y","V"
"8676",42,58,1,0,7923,0,30,1,0,"N","T"
"8677",51,78,5,0,0,0,40,1,0,"N","T"
"8678",22,64,4,0,594,0,50,1,0,"N","T"
"8679",25,85,4,0,1970,0,40,1,0,"Y","T"
"8680",88,42,17,0,5058,0,10,0,0,"Y","T"
"8681",40,85,4,0,4953,0,50,1,0,"N","V"
"8682",55,62,2,0,6802,0,0,0,0,"N","T"
"8683",42,42,19,0,1106,0,50,0,0,"Y","V"
"8684",57,23,11,1,0,67,80,1,0,"Y","V"
"8685",33,76,0,0,2087,0,50,1,0,"N","V"
"8686",68,78,1,0,3456,0,20,0,0,"N","T"
"8687",24,85,4,0,2218,33,50,1,0,"N","T"
"8688",64,85,4,0,2080,0,50,1,0,"N","V"
"8689",34,76,0,1,593,0,50,0,0,"Y","T"
"8690",79,31,13,1,5864,0,20,0,0,"Y","V"
"8691",30,42,17,0,2393,0,38,0,0,"N","V"
"8692",45,53,2,0,3015,0,33,1,0,"N","T"
"8693",67,58,1,0,2699,0,33,1,0,"N","V"
"8694",62,85,4,1,9620,0,0,1,0,"N","V"
"8695",54,67,3,0,0,67,90,1,0,"N","V"
"8696",18,58,5,0,371,0,0,0,0,"N","T"
"8697",20,67,3,0,636,0,0,1,0,"Y","T"
"8698",43,63,3,0,7824,0,20,1,0,"N","V"
"8699",39,87,2,0,6355,33,70,1,0,"N","V"
"8700",49,67,3,0,7865,0,30,1,0,"N","T"
"8701",38,63,3,0,2729,0,44,1,0,"N","T"
"8702",47,78,1,0,2218,0,38,0,0,"N","T"
"8703",63,23,11,0,131,0,0,1,0,"N","T"
"8704",63,23,11,0,15190,33,60,1,0,"N","T"
"8705",50,63,3,0,6257,0,30,1,0,"N","T"
"8706",64,78,5,0,1310,0,50,1,0,"N","V"
"8707",38,72,10,0,3515,0,20,1,0,"N","V"
"8708",26,85,4,0,3070,0,22,1,0,"N","T"
"8709",75,87,1,0,0,67,70,0,0,"Y","T"
"8710",38,54,0,0,1516,0,25,0,0,"N","T"
"8711",61,87,1,0,0,100,90,0,0,"N","V"
"8712",66,63,1,1,2793,0,33,0,0,"N","T"
"8713",61,45,0,0,1303,100,100,0,0,"N","T"
"8714",27,63,3,0,2552,0,13,1,0,"Y","V"
"8715",77,85,4,0,0,0,50,1,0,"N","V"
"8716",69,87,1,0,1359,0,25,0,0,"N","T"
"8717",30,61,0,0,3774,0,30,0,0,"N","V"
"8718",83,76,2,0,11570,100,90,0,0,"Y","T"
"8719",39,23,11,1,3430,0,30,1,0,"N","T"
"8720",55,85,4,0,3261,0,33,1,0,"N","V"
"8721",77,91,0,0,0,0,50,0,0,"N","T"
"8722",29,82,0,0,2561,0,0,0,0,"N","T"
"8723",72,67,3,0,18081,0,50,1,0,"N","T"
"8724",57,74,1,0,1987,0,60,0,0,"Y","T"
"8725",73,63,3,0,0,0,20,0,0,"N","V"
"8726",39,45,0,0,7644,0,40,0,0,"N","T"
"8727",89,89,0,1,17351,67,60,0,0,"Y","V"
"8728",57,67,3,1,1973,0,0,1,0,"N","V"
"8729",19,37,4,0,579,0,0,0,0,"Y","T"
"8730",66,85,4,0,0,0,30,1,0,"N","V"
"8731",39,98,0,0,6371,0,40,0,0,"N","T"
"8732",91,88,0,1,15952,33,70,1,0,"Y","T"
"8733",82,87,2,0,18173,100,90,1,0,"N","T"
"8734",84,87,1,0,15190,67,70,0,0,"N","V"
"8735",62,42,17,0,4298,0,50,0,0,"N","V"
"8736",30,78,5,0,4075,0,40,1,0,"N","V"
"8737",61,88,2,0,0,33,50,1,0,"Y","V"
"8738",71,54,0,0,11481,67,70,0,0,"N","T"
"8739",46,88,2,0,0,67,90,1,0,"N","V"
"8740",33,63,3,0,459,0,0,1,0,"N","T"
"8741",25,31,13,0,2491,0,38,0,0,"Y","T"
"8742",66,88,2,0,0,0,50,1,0,"Y","T"
"8743",70,62,2,0,15109,0,60,0,0,"Y","V"
"8744",52,76,2,0,10732,0,30,0,0,"N","T"
"8745",44,42,17,0,4835,0,40,0,0,"Y","V"
"8746",45,98,0,0,650,0,50,0,0,"Y","V"
"8747",81,45,0,0,0,0,50,1,0,"Y","T"
"8748",26,37,4,0,1981,0,0,0,0,"Y","T"
"8749",36,64,4,0,2673,33,50,1,0,"Y","V"
"8750",52,63,3,0,7864,33,60,1,0,"Y","T"
"8751",74,89,0,0,572,0,50,1,0,"N","T"
"8752",37,58,1,0,6593,0,40,1,0,"N","T"
"8753",52,45,0,0,249,0,0,0,0,"N","V"
"8754",40,45,0,0,4945,33,70,0,0,"N","T"
"8755",31,88,0,1,3430,0,20,0,0,"N","T"
"8756",53,23,11,0,5146,0,20,1,0,"Y","T"
"8757",31,92,4,0,3459,0,0,1,0,"N","V"
"8758",69,87,2,0,6408,33,60,1,0,"N","V"
"8759",48,82,0,0,398,0,0,0,0,"N","V"
"8760",51,88,0,0,7809,67,60,0,0,"Y","T"
"8761",69,85,4,0,3001,0,0,1,0,"N","T"
"8762",66,45,0,0,2426,0,50,1,0,"N","T"
"8763",27,58,1,0,3227,0,11,0,0,"N","T"
"8764",68,82,0,0,10899,0,40,0,0,"N","V"
"8765",53,63,3,0,7897,0,20,1,0,"N","V"
"8766",21,88,0,0,482,0,0,1,0,"N","V"
"8767",18,68,1,0,732,0,0,0,0,"N","T"
"8768",41,64,4,0,1189,0,50,1,0,"N","T"
"8769",66,67,3,0,0,0,50,1,0,"N","T"
"8770",19,23,11,0,326,0,0,1,0,"Y","V"
"8771",66,85,4,0,8637,0,60,1,0,"N","V"
"8772",53,82,0,0,8569,0,0,0,0,"N","V"
"8773",28,64,4,0,216,0,0,1,0,"N","T"
"8774",23,61,0,0,748,0,0,0,0,"Y","T"
"8775",60,54,0,1,2948,0,0,0,0,"N","V"
"8776",55,67,3,0,6671,67,80,1,0,"N","T"
"8777",30,89,0,0,481,0,0,0,0,"N","V"
"8778",57,98,0,1,538,0,100,0,0,"Y","T"
"8779",22,58,5,0,1532,0,0,0,0,"N","T"
"8780",25,62,2,0,1260,0,67,0,0,"N","T"
"8781",74,76,2,0,3821,67,80,1,0,"N","T"
"8782",24,92,4,0,2080,33,50,1,0,"N","T"
"8783",19,78,5,1,746,0,0,1,0,"N","V"
"8784",42,23,11,1,7913,0,30,1,0,"N","V"
"8785",38,58,1,0,971,0,0,1,0,"N","T"
"8786",32,62,2,1,851,0,50,0,0,"Y","V"
"8787",56,97,0,0,0,0,0,1,0,"N","T"
"8788",91,67,3,1,0,33,50,1,0,"N","T"
"8789",26,72,10,0,2820,0,22,0,0,"Y","V"
"8790",67,42,17,1,1736,0,50,0,0,"Y","T"
"8791",87,58,1,0,0,0,30,1,0,"N","T"
"8792",55,64,4,0,0,100,80,1,0,"Y","V"
"8793",75,64,4,0,0,33,60,1,0,"N","V"
"8794",58,62,2,0,10728,0,50,0,0,"N","T"
"8795",87,61,0,1,21187,67,70,0,0,"Y","T"
"8796",24,89,0,1,279,0,0,0,0,"N","T"
"8797",52,87,2,0,10746,0,50,0,0,"N","T"
"8798",59,31,13,0,1099,0,50,0,0,"Y","T"
"8799",50,42,19,1,6357,67,70,0,0,"Y","V"
"8800",92,37,4,0,21187,67,80,1,0,"Y","V"
"8801",73,76,2,0,3791,33,70,0,0,"Y","T"
"8802",47,46,1,0,5374,0,50,0,0,"Y","V"
"8803",45,63,3,0,4522,0,10,1,0,"Y","V"
"8804",38,31,13,1,7197,33,50,0,0,"Y","V"
"8805",73,58,1,0,6735,0,50,0,0,"N","V"
"8806",71,53,2,0,7082,0,50,1,0,"N","V"
"8807",89,87,2,0,7825,33,50,1,0,"Y","T"
"8808",72,76,0,1,713,0,0,0,0,"Y","V"
"8809",48,87,2,0,8950,0,20,1,0,"Y","V"
"8810",64,53,2,0,15129,33,40,1,0,"N","V"
"8811",59,85,4,0,6367,0,50,1,0,"N","T"
"8812",30,87,1,0,581,0,0,0,0,"N","V"
"8813",27,42,17,0,2393,0,25,0,0,"N","T"
"8814",70,67,3,0,0,0,0,1,0,"N","V"
"8815",90,97,0,1,0,0,50,1,0,"Y","T"
"8816",29,42,17,0,754,0,0,0,0,"Y","V"
"8817",46,87,1,0,6089,0,0,0,0,"N","T"
"8818",38,23,11,0,6420,0,40,1,0,"N","T"
"8819",19,61,0,0,627,0,0,0,0,"N","V"
"8820",44,23,11,0,2799,0,56,1,0,"Y","T"
"8821",56,67,3,0,7251,0,60,1,0,"Y","T"
"8822",75,64,4,0,10838,0,10,1,0,"N","V"
"8823",47,78,5,0,7825,0,10,1,0,"N","V"
"8824",60,88,0,0,0,0,40,1,0,"Y","T"
"8825",81,87,2,0,0,0,50,1,0,"N","V"
"8826",34,63,3,0,6248,0,50,1,0,"Y","T"
"8827",78,87,1,0,4222,33,70,0,0,"N","T"
"8828",40,62,2,0,2247,0,38,0,0,"N","T"
"8829",25,78,1,1,517,0,100,0,0,"Y","V"
"8830",28,67,3,0,2616,0,25,1,0,"Y","V"
"8831",35,85,4,0,6069,0,10,1,0,"N","V"
"8832",81,88,2,0,0,33,80,1,0,"N","V"
"8833",54,68,0,0,2000,0,60,0,0,"Y","T"
"8834",21,63,3,0,510,0,100,1,0,"Y","V"
"8835",50,72,10,0,7152,0,30,1,0,"N","T"
"8836",63,87,1,0,0,33,50,0,0,"N","T"
"8837",43,58,1,0,7871,33,50,1,0,"N","T"
"8838",53,54,0,0,7829,33,80,1,0,"N","V"
"8839",34,42,17,0,4394,0,40,0,0,"Y","T"
"8840",61,88,0,0,8152,0,60,1,0,"N","V"
"8841",37,72,10,0,5331,0,10,1,0,"N","T"
"8842",45,58,1,0,5879,33,50,1,0,"N","T"
"8843",76,61,0,0,10138,100,80,0,0,"N","T"
"8844",34,88,0,1,3501,0,50,0,0,"N","T"
"8845",34,42,17,0,6313,33,60,0,0,"Y","T"
"8846",35,42,17,0,5744,0,20,0,0,"N","V"
"8847",49,87,1,1,6558,33,70,0,0,"N","T"
"8848",70,58,5,0,17351,0,50,0,0,"N","T"
"8849",68,64,4,0,7831,0,40,0,0,"Y","T"
"8850",26,23,11,0,3395,0,56,1,0,"Y","T"
"8851",30,72,10,0,3430,0,10,1,0,"N","T"
"8852",43,87,1,0,2686,0,11,0,0,"N","T"
"8853",32,89,0,1,357,0,0,0,0,"Y","T"
"8854",92,85,4,0,0,0,0,1,0,"N","V"
"8855",35,23,11,0,5178,0,10,1,0,"N","T"
"8856",24,42,17,0,1993,0,40,0,0,"N","T"
"8857",44,97,0,0,3877,0,40,1,0,"Y","V"
"8858",32,62,2,0,2229,0,0,0,0,"N","T"
"8859",62,67,3,0,0,0,50,1,0,"N","T"
"8860",74,85,4,1,0,0,0,1,0,"N","T"
"8861",72,65,2,0,4900,0,0,0,0,"N","T"
"8862",76,89,0,0,670,100,100,1,0,"N","V"
"8863",47,82,0,0,10230,67,80,0,0,"N","T"
"8864",58,62,2,0,992,0,0,0,0,"N","V"
"8865",64,78,5,0,15159,67,80,1,0,"Y","V"
"8866",33,58,1,0,806,0,0,1,0,"N","T"
"8867",33,67,3,0,2729,0,33,1,0,"Y","T"
"8868",32,42,17,0,1169,0,0,0,0,"N","T"
"8869",35,83,1,0,1427,0,25,0,0,"Y","V"
"8870",25,88,2,0,943,0,0,1,0,"Y","V"
"8871",43,64,4,0,7342,0,0,1,0,"Y","T"
"8872",25,23,11,0,1383,0,50,1,0,"Y","T"
"8873",44,58,1,0,7187,33,60,1,0,"Y","T"
"8874",72,23,11,1,0,0,30,1,0,"N","T"
"8875",22,62,2,0,533,0,100,0,0,"Y","V"
"8876",36,62,2,0,1975,0,20,0,0,"N","V"
"8877",78,98,0,0,4471,100,100,0,0,"N","T"
"8878",42,45,0,0,5599,0,0,0,0,"N","V"
"8879",88,58,5,0,14491,0,40,1,0,"Y","V"
"8880",59,42,17,0,0,100,90,0,0,"Y","T"
"8881",24,63,3,0,538,0,100,1,0,"Y","T"
"8882",18,78,5,0,405,0,0,1,0,"N","V"
"8883",49,42,17,0,6220,0,20,0,0,"Y","T"
"8884",20,78,5,0,209,0,0,1,0,"N","T"
"8885",55,42,17,1,4922,33,60,0,0,"N","T"
"8886",77,58,1,0,0,33,60,1,0,"N","V"
"8887",81,88,2,1,5429,0,30,1,0,"Y","V"
"8888",52,63,3,0,1970,0,60,1,0,"Y","V"
"8889",62,63,3,0,438,0,0,1,0,"N","V"
"8890",41,54,0,0,8262,0,0,0,0,"N","T"
"8891",66,88,0,0,3655,0,40,0,0,"N","T"
"8892",43,88,2,0,3459,67,80,1,0,"N","V"
"8893",87,53,2,0,5096,0,50,1,0,"N","V"
"8894",24,45,0,0,1631,0,0,0,0,"Y","T"
"8895",25,64,4,0,2246,67,75,1,0,"Y","V"
"8896",35,88,0,0,3987,33,70,1,0,"N","V"
"8897",28,62,2,0,2006,0,0,0,0,"N","T"
"8898",23,85,4,0,445,0,0,1,0,"Y","T"
"8899",36,37,4,0,827,0,50,0,0,"Y","V"
"8900",58,76,0,0,6880,0,20,0,0,"N","T"
"8901",68,42,17,0,6677,0,0,0,0,"N","V"
"8902",58,87,2,0,7106,33,50,1,0,"N","V"
"8903",35,89,0,0,1265,0,0,0,0,"N","V"
"8904",35,63,1,0,6158,0,40,0,0,"N","T"
"8905",57,23,11,0,9285,0,20,1,0,"N","T"
"8906",49,64,4,0,1983,50,100,1,0,"N","V"
"8907",76,64,4,0,0,100,80,1,0,"N","V"
"8908",28,88,0,0,958,0,50,0,0,"N","T"
"8909",22,42,19,0,1910,0,0,0,0,"N","T"
"8910",41,97,0,0,3459,0,30,1,0,"Y","T"
"8911",27,76,2,0,2702,0,33,0,0,"Y","T"
"8912",20,61,0,0,610,0,0,0,0,"N","T"
"8913",51,76,0,0,538,0,0,0,0,"N","V"
"8914",73,61,0,0,3480,33,70,0,0,"N","T"
"8915",78,97,0,0,12084,33,60,1,0,"N","T"
"8916",47,64,4,1,3877,0,40,1,0,"Y","V"
"8917",77,42,17,0,0,100,90,1,0,"Y","T"
"8918",29,64,4,0,959,0,50,1,0,"Y","V"
"8919",49,58,1,0,5670,0,10,1,0,"Y","T"
"8920",47,45,0,0,7865,0,40,0,0,"Y","V"
"8921",67,64,4,1,5720,0,40,1,0,"Y","T"
"8922",20,87,1,0,627,0,50,0,0,"N","V"
"8923",81,87,1,1,6368,0,60,0,0,"Y","T"
"8924",88,86,0,0,0,33,70,0,0,"Y","T"
"8925",75,45,0,0,19604,0,50,1,0,"N","T"
"8926",67,23,11,0,0,0,60,1,0,"N","T"
"8927",70,91,0,0,15129,100,100,0,0,"N","T"
"8928",79,54,0,1,16607,67,70,0,0,"N","T"
"8929",25,78,5,0,77,0,0,1,0,"N","V"
"8930",34,58,1,1,4240,67,80,1,0,"Y","T"
"8931",70,88,0,0,10046,0,30,0,0,"N","V"
"8932",51,67,3,0,8175,0,50,1,0,"N","T"
"8933",32,72,10,0,1861,0,25,1,0,"N","V"
"8934",29,31,13,1,3805,0,30,0,0,"N","V"
"8935",31,87,1,0,1217,0,0,0,0,"N","V"
"8936",35,64,4,1,6012,0,40,1,0,"Y","T"
"8937",87,78,5,0,0,33,40,1,0,"Y","V"
"8938",30,72,10,1,1874,0,0,1,0,"Y","V"
"8939",46,58,1,0,4774,33,80,1,0,"N","V"
"8940",61,82,0,0,0,33,60,0,0,"Y","T"
"8941",74,63,1,0,0,67,80,0,0,"Y","V"
"8942",45,62,2,0,5850,33,70,0,0,"N","T"
"8943",82,88,0,0,5972,100,100,0,0,"N","T"
"8944",47,42,17,0,8504,100,90,0,0,"Y","V"
"8945",58,87,2,0,3105,0,0,1,0,"Y","V"
"8946",41,87,2,1,2321,33,63,1,0,"N","T"
"8947",22,87,2,0,1518,0,50,1,0,"N","T"
"8948",57,58,1,0,10746,33,60,1,0,"N","V"
"8949",38,97,0,0,3891,0,40,1,0,"Y","V"
"8950",62,42,19,0,0,0,30,1,0,"Y","T"
"8951",72,89,0,0,1184,0,50,0,0,"N","V"
"8952",44,88,2,0,838,0,50,0,0,"N","T"
"8953",40,85,4,0,6934,0,0,1,0,"Y","T"
"8954",51,85,4,0,0,100,100,1,0,"N","V"
"8955",44,78,5,0,6049,33,70,1,0,"Y","T"
"8956",38,64,4,0,1242,100,100,1,0,"N","T"
"8957",26,45,0,0,3252,0,0,0,0,"Y","T"
"8958",54,76,2,1,4191,0,30,0,0,"N","T"
"8959",50,61,0,0,7811,0,40,1,0,"N","V"
"8960",46,78,5,0,1974,0,40,1,0,"N","T"
"8961",48,54,0,0,6413,0,40,0,0,"Y","V"
"8962",82,89,0,0,6696,0,50,0,0,"N","T"
"8963",48,64,4,0,6329,33,10,1,0,"N","V"
"8964",67,87,1,0,0,0,40,0,0,"N","T"
"8965",82,88,0,0,0,0,50,1,0,"N","V"
"8966",22,83,1,0,1056,0,50,0,0,"Y","T"
"8967",36,97,0,0,1265,0,67,1,0,"N","T"
"8968",60,23,11,0,12938,33,60,1,0,"N","V"
"8969",32,82,0,0,3532,0,20,0,0,"N","V"
"8970",42,37,4,0,7831,0,0,0,0,"Y","T"
"8971",45,87,2,0,1978,0,40,1,0,"Y","V"
"8972",22,61,0,0,588,0,50,0,0,"N","T"
"8973",24,88,2,0,1975,0,0,1,0,"N","T"
"8974",59,98,0,0,1978,0,20,0,0,"Y","T"
"8975",57,58,1,1,6269,0,20,1,0,"N","V"
"8976",52,72,10,0,7840,0,50,1,0,"N","V"
"8977",43,87,0,0,6699,0,0,0,0,"N","T"
"8978",38,46,1,0,5032,0,30,0,0,"N","T"
"8979",19,23,11,0,747,0,0,1,0,"N","V"
"8980",49,76,2,0,5257,0,20,0,0,"N","V"
"8981",78,87,0,0,5565,33,60,0,0,"N","V"
"8982",76,53,2,0,6360,67,80,1,0,"N","V"
"8983",23,78,5,0,1919,0,0,1,0,"N","T"
"8984",57,42,19,0,6406,0,60,0,0,"N","V"
"8985",35,42,17,0,4171,0,20,0,0,"Y","V"
"8986",43,97,0,0,7873,100,90,1,0,"N","T"
"8987",20,62,2,0,1079,0,50,0,0,"Y","V"
"8988",28,42,17,0,3536,0,40,0,0,"N","V"
"8989",74,63,3,0,0,100,90,0,0,"N","T"
"8990",46,88,0,0,2205,0,13,1,0,"N","T"
"8991",44,88,2,0,1496,0,50,1,0,"N","V"
"8992",45,85,4,0,1243,0,0,1,0,"N","T"
"8993",21,64,4,0,754,0,50,1,0,"Y","T"
"8994",21,45,0,0,1161,0,50,0,0,"Y","V"
"8995",35,83,1,0,6073,0,30,0,0,"N","T"
"8996",58,63,1,0,7319,67,80,0,0,"N","V"
"8997",37,85,4,0,6395,0,0,1,0,"Y","V"
"8998",72,23,11,1,0,100,90,1,0,"Y","V"
"8999",30,62,2,0,3442,0,50,0,0,"N","V"
"9000",62,42,17,0,0,0,0,0,0,"N","T"
"9001",69,58,1,0,8056,0,50,1,0,"N","T"
"9002",26,63,3,1,594,0,50,1,0,"Y","T"
"9003",21,68,1,0,963,0,50,0,0,"Y","T"
"9004",23,85,4,0,585,0,50,1,0,"N","T"
"9005",55,87,2,0,7581,0,50,1,0,"N","T"
"9006",24,63,3,0,432,0,0,1,0,"N","T"
"9007",42,54,0,0,7151,33,50,0,0,"N","T"
"9008",62,87,1,0,3092,0,33,0,0,"Y","T"
"9009",53,42,17,0,200,0,0,0,0,"N","V"
"9010",64,87,2,0,4886,100,90,0,0,"N","T"
"9011",80,82,0,0,4337,0,40,0,0,"N","T"
"9012",65,89,0,1,11538,0,20,0,0,"Y","T"
"9013",27,42,19,0,3164,0,33,0,0,"Y","V"
"9014",89,97,0,0,7144,100,80,0,0,"Y","T"
"9015",29,42,17,0,3435,0,40,0,0,"Y","T"
"9016",44,54,0,0,1294,0,0,0,0,"N","V"
"9017",61,88,0,0,5381,67,80,1,0,"Y","T"
"9018",44,67,3,0,0,0,30,1,0,"N","T"
"9019",40,64,4,0,2198,0,38,1,0,"N","V"
"9020",62,74,1,0,5711,0,30,0,0,"N","V"
